香山新村东北街坊 ,1室1厅,46.22平米,南,精装,高楼层(共6层),浦东,305,"65,989元/平"
曙光南桥小区 ,2室1厅,63.98平米,南,简装,高楼层(共6层),浦东,268,"41,889元/平"
芳草路253弄 ,3室1厅,98.77平米,南,简装,中楼层(共6层),浦东,700,"70,872元/平"
上南二村 ,1室1厅,39.36平米,南,简装,高楼层(共6层),浦东,309,"78,507元/平"
宏伟新村 ,1室1厅,47.57平米,西 南,简装,中楼层(共4层),浦东,172,"36,158元/平"
齐二小区 ,2室1厅,59.79平米,南,简装,高楼层(共6层),浦东,389,"65,062元/平"
高行绿洲(五期) ,2室1厅,67.01平米,南,毛坯,低楼层(共14层),浦东,305,"45,516元/平"
中惠广场 ,1室1厅,52.25平米,南,精装,中楼层(共19层),浦东,220,"42,106元/平"
金光小区 ,2室1厅,62.44平米,南,精装,6层,浦东,485,"77,675元/平"
京城大厦 ,2室1厅,82.41平米,南,精装,高楼层(共12层),浦东,555,"67,347元/平"
潍坊六村 ,1室1厅,39.14平米,南,精装,中楼层(共6层),浦东,430,"109,863元/平"
连城新苑 ,3室2厅,123.08平米,南,精装,低楼层(共11层),浦东,876,"71,174元/平"
品臻国际公寓 ,1室1厅,55.18平米,南,精装,中楼层(共19层),浦东,215,"38,964元/平"
地杰国际城E欧泊时光 ,2室2厅,84.4平米,东南 南,精装,低楼层(共26层),浦东,699,"82,820元/平"
保利林语溪(公寓) ,2室2厅,89.66平米,南,精装,18层,浦东,648,"72,274元/平"
崮山小区四街坊 ,2室1厅,63.54平米,南,简装,低楼层(共6层),浦东,660,"103,872元/平"
云帆名苑 ,2室2厅,84.35平米,南,简装,中楼层(共9层),浦东,180,"21,340元/平"
展想悦廷 ,2室1厅,87.31平米,南,其他,低楼层(共12层),浦东,240,"27,489元/平"
盛大天地青春里(一期) ,1室1厅,51.25平米,北,精装,中楼层(共17层),浦东,160,"31,220元/平"
瑞和苑 ,2室2厅,74.04平米,南,精装,高楼层(共14层),浦东,325,"43,896元/平"
汇豪天下 ,4室2厅,194.44平米,西南,精装,低楼层(共41层),浦东,2500,"128,575元/平"
樟盛苑 ,2室1厅,88.65平米,南,毛坯,高楼层(共14层),浦东,570,"64,298元/平"
汇锦城二期 ,2室2厅,84.28平米,南,毛坯,18层,浦东,300,"35,596元/平"
绿地东岸涟城 ,5室2厅,190.74平米,南 北,毛坯,高楼层(共11层),浦东,525,"27,525元/平"
美林小城 ,4室2厅,107.31平米,南 北,简装,高楼层(共6层),浦东,620,"57,777元/平"
春港丽园(公寓) ,2室1厅,77.09平米,南,简装,高楼层(共6层),浦东,460,"59,671元/平"
仁恒广场 ,3室2厅,214.62平米,南 西 北,简装,低楼层(共25层),浦东,1200,"55,913元/平"
世茂滨江花园 ,3室2厅,237.93平米,西,精装,49层,浦东,3300,"138,697元/平"
绿地东岸涟城 ,5室3厅,196.33平米,南,精装,低楼层(共3层),浦东,568,"28,931元/平"
香山新村东北街坊 ,2室1厅,60.7平米,南,精装,高楼层(共6层),浦东,399,"65,734元/平"
汇智湖畔家园 ,3室2厅,130.14平米,南,简装,中楼层(共18层),浦东,1820,"139,850元/平"
益丰新村 ,2室1厅,75平米,南,简装,高楼层(共6层),浦东,488,"65,067元/平"
张江汤臣豪园(四期) ,3室2厅,128.19平米,南,精装,低楼层(共12层),浦东,1650,"128,716元/平"
万科清林径 ,3室2厅,96.9平米,南,精装,中楼层(共18层),浦东,380,"39,216元/平"
仁恒东郊花园 ,4室2厅,220平米,南 北,精装,低楼层(共12层),浦东,2118,"96,273元/平"
保利蔚蓝林语 ,3室2厅,160.57平米,南 北,精装,中楼层(共4层),浦东,1130,"70,375元/平"
中芯花园199弄 ,1室2厅,66.29平米,南,精装,高楼层(共6层),浦东,390,"58,833元/平"
听潮六村 ,2室2厅,91.3平米,南,毛坯,低楼层(共6层),浦东,235,"25,740元/平"
听潮六村 ,3室2厅,93.82平米,南,精装,中楼层(共5层),浦东,254,"27,074元/平"
妙栏路392弄 ,3室1厅,87.78平米,南 北,简装,中楼层(共6层),浦东,436,"49,670元/平"
沙田公寓 ,3室2厅,88.69平米,南,简装,低楼层(共6层),浦东,375,"42,283元/平"
金唐公寓 ,2室1厅,80.45平米,南,精装,高楼层(共6层),浦东,430,"53,450元/平"
益丰新村 ,2室1厅,75.79平米,南,精装,中楼层(共6层),浦东,485,"63,993元/平"
宜浩佳园 ,2室2厅,82.83平米,南 北,简装,高楼层(共4层),浦东,275,"33,201元/平"
宜浩佳园 ,1室2厅,74.91平米,南 北,简装,低楼层(共4层),浦东,248,"33,107元/平"
绿地临港家园（海洋小区） ,3室2厅,125.42平米,南,毛坯,高楼层(共4层),浦东,340,"27,109元/平"
杨高南路2877弄 ,3室1厅,75.82平米,南 北,简装,高楼层(共6层),浦东,473,"62,385元/平"
宜浩佳园 ,1室2厅,77.06平米,南,简装,低楼层(共4层),浦东,260,"33,740元/平"
宜浩佳园 ,2室2厅,82.67平米,南,精装,中楼层(共4层),浦东,280,"33,870元/平"
汇贤雅苑 ,2室1厅,71.46平米,南,毛坯,高楼层(共18层),浦东,300,"41,982元/平"
瑞和苑 ,2室1厅,75.08平米,南,简装,高楼层(共12层),浦东,325,"43,288元/平"
沙田公寓 ,3室1厅,90.48平米,南,简装,高楼层(共6层),浦东,375,"41,446元/平"
紫晶苑 ,2室1厅,81.46平米,南 北,精装,低楼层(共14层),浦东,458,"56,224元/平"
东升家园(三期) ,2室2厅,94.5平米,南 北,简装,低楼层(共14层),浦东,285,"30,159元/平"
新都花园 ,3室2厅,185.87平米,南,简装,中楼层(共30层),浦东,1465,"78,819元/平"
世茂滨江花园 ,2室2厅,166.89平米,东南,精装,41层,浦东,2450,"146,804元/平"
世茂滨江花园 ,2室2厅,147.56平米,西北,精装,43层,浦东,2050,"138,927元/平"
珠光苑 ,3室2厅,168.9平米,南,毛坯,高楼层(共6层),浦东,658,"38,958元/平"
界龙新世纪公寓 ,4室2厅,148.95平米,南 北,简装,低楼层(共5层),浦东,628,"42,162元/平"
世茂滨江花园 ,3室2厅,335.64平米,西南,精装,56层,浦东,3980,"118,580元/平"
东南华庭 ,5室2厅,228.4平米,东南,精装,高楼层(共29层),浦东,2200,"96,323元/平"
大华锦绣华城(十八街区)(公寓) ,4室2厅,231.89平米,北 南,精装,高楼层(共18层),浦东,2050,"88,404元/平"
世茂滨江花园 ,2室2厅,126.39平米,东 北,精装,53层,浦东,1750,"138,461元/平"
天科苑 ,3室2厅,141.5平米,南 北,精装,22层,浦东,1449,"102,403元/平"
新舒苑 ,3室2厅,103.57平米,南 北,简装,高楼层(共6层),浦东,195,"18,828元/平"
艺泰安邦 ,3室2厅,119.61平米,南 北,毛坯,高楼层(共6层),浦东,315,"26,336元/平"
新德四村 ,3室2厅,125.62平米,南 北,简装,中楼层(共6层),浦东,448,"35,664元/平"
春港丽园(公寓) ,2室2厅,77.48平米,南,简装,中楼层(共6层),浦东,475,"61,307元/平"
临港家园 ,2室2厅,117.44平米,南 北,简装,低楼层(共4层),浦东,295,"25,120元/平"
绿城玉兰花园(二期) ,3室2厅,128平米,南,精装,低楼层(共15层),浦东,1400,"109,375元/平"
宜浩佳园 ,2室2厅,82.34平米,南 北,简装,低楼层(共4层),浦东,265,"32,184元/平"
滨江大楼 ,3室1厅,112.85平米,北,精装,中楼层(共24层),浦东,768,"68,055元/平"
滴水湖馨苑二期 ,2室1厅,88.57平米,南 北,简装,中楼层(共5层),浦东,350,"39,517元/平"
东明广场 ,4室2厅,159.12平米,南,精装,低楼层(共26层),浦东,1180,"74,158元/平"
绿地临港家园（海洋小区） ,2室2厅,97.81平米,南 北,精装,低楼层(共4层),浦东,259,"26,480元/平"
世茂滨江花园 ,2室2厅,166平米,西,简装,56层,浦东,2350,"141,567元/平"
黄楼花苑 ,3室2厅,102.46平米,南,简装,高楼层(共5层),浦东,388,"37,869元/平"
舒馨北苑 ,1室1厅,65.44平米,南,简装,低楼层(共6层),浦东,314,"47,983元/平"
金唐公寓 ,1室1厅,60.59平米,南,简装,高楼层(共6层),浦东,335,"55,290元/平"
唐丰苑 ,2室1厅,78.31平米,南,简装,低楼层(共14层),浦东,415,"52,995元/平"
唐丰苑 ,1室1厅,57.85平米,南 北,毛坯,高楼层(共14层),浦东,320,"55,316元/平"
唐丰苑 ,1室1厅,57.93平米,南,简装,低楼层(共14层),浦东,305,"52,650元/平"
晨光公寓 ,3室1厅,93.86平米,南,精装,中楼层(共6层),浦东,390,"41,552元/平"
桃园公寓(川沙) ,3室2厅,128.02平米,南,精装,高楼层(共6层),浦东,580,"45,306元/平"
春港丽园(公寓) ,3室1厅,88.41平米,南,简装,高楼层(共6层),浦东,520,"58,817元/平"
欧风家园 ,3室1厅,94.77平米,南,其他,低楼层(共12层),浦东,398,"41,997元/平"
宜浩佳园 ,2室1厅,77.8平米,南,简装,低楼层(共4层),浦东,275,"35,348元/平"
上浦小区 ,2室2厅,89.75平米,南,简装,高楼层(共6层),浦东,355,"39,555元/平"
桃园新城中城苑 ,2室1厅,71.76平米,南 北,简装,高楼层(共5层),浦东,350,"48,774元/平"
宜浩佳园 ,2室1厅,77.8平米,南,简装,低楼层(共4层),浦东,275,"35,348元/平"
妙栏路392弄 ,3室1厅,86.92平米,南 北,精装,中楼层(共6层),浦东,440,"50,622元/平"
上浦小区 ,2室2厅,89.75平米,南,简装,高楼层(共6层),浦东,355,"39,555元/平"
春港丽园(公寓) ,2室2厅,88.14平米,南 北,简装,高楼层(共6层),浦东,530,"60,132元/平"
临港家园 ,3室2厅,127平米,南,精装,中楼层(共4层),浦东,345,"27,166元/平"
宜浩佳园 ,2室2厅,74.76平米,南 北,精装,低楼层(共9层),浦东,280,"37,454元/平"
临港家园 ,3室2厅,121.62平米,南,简装,中楼层(共13层),浦东,395,"32,479元/平"
绿地临港家园（海洋小区） ,2室2厅,75.07平米,南 北,简装,低楼层(共4层),浦东,230,"30,639元/平"
宜浩佳园 ,2室1厅,76.09平米,南 北,简装,高楼层(共4层),浦东,265,"34,828元/平"
绿城玉兰花园(一期) ,2室2厅,122.81平米,南 北,精装,高楼层(共13层),浦东,1200,"97,712元/平"
丽水雅苑北苑 ,3室1厅,82.44平米,南,简装,低楼层(共21层),浦东,248,"30,083元/平"
妙城公寓 ,2室2厅,122.66平米,南 北,简装,低楼层(共6层),浦东,510,"41,579元/平"
益丰新村 ,2室1厅,75.93平米,南,简装,高楼层(共6层),浦东,480,"63,217元/平"
唐人苑 ,3室2厅,107.64平米,南,精装,低楼层(共6层),浦东,540,"50,168元/平"
绿地临港家园（海洋小区） ,2室1厅,88.36平米,南 北,精装,中楼层(共4层),浦东,295,"33,387元/平"
滴水湖馨苑二期 ,2室2厅,88.57平米,南 北,精装,中楼层(共5层),浦东,380,"42,904元/平"
妙境路338弄 ,2室2厅,88.06平米,南,简装,高楼层(共5层),浦东,340,"38,611元/平"
金唐公寓 ,2室2厅,86.6平米,南,毛坯,高楼层(共6层),浦东,460,"53,118元/平"
新德佳苑 ,3室2厅,118.02平米,南 北,精装,高楼层(共6层),浦东,550,"46,603元/平"
绿地东岸涟城 ,2室2厅,91.65平米,南 北,简装,中楼层(共5层),浦东,280,"30,552元/平"
瑞和苑 ,2室2厅,75.49平米,南,简装,低楼层(共14层),浦东,326,"43,185元/平"
界龙花苑 ,2室1厅,73.39平米,南,精装,高楼层(共6层),浦东,349,"47,555元/平"
和憬家园 ,2室1厅,88平米,南 北,精装,低楼层(共8层),浦东,515,"58,523元/平"
惠康苑 ,2室1厅,78.92平米,南,简装,低楼层(共18层),浦东,228,"28,891元/平"
欧风家园 ,2室1厅,71.13平米,南 北,精装,高楼层(共5层),浦东,350,"49,206元/平"
瑞和苑 ,2室1厅,75.47平米,南,简装,低楼层(共14层),浦东,318,"42,136元/平"
宜浩佳园 ,2室1厅,88.69平米,南 北,简装,中楼层(共4层),浦东,300,"33,826元/平"
银光苑 ,3室2厅,116.86平米,南,精装,高楼层(共6层),浦东,600,"51,344元/平"
桃园新村(川沙) ,2室1厅,74.48平米,南,简装,高楼层(共6层),浦东,368,"49,410元/平"
保利金色唐城 ,2室1厅,82.94平米,南,简装,中楼层(共4层),浦东,520,"62,696元/平"
金唐公寓 ,2室2厅,85.61平米,南,精装,中楼层(共6层),浦东,450,"52,564元/平"
瑞和苑 ,2室1厅,75.08平米,南 北,精装,高楼层(共12层),浦东,325,"43,288元/平"
保利金爵公寓 ,2室2厅,83.67平米,南 北,简装,低楼层(共11层),浦东,610,"72,906元/平"
春港丽园(公寓) ,2室1厅,76.46平米,南,简装,高楼层(共6层),浦东,465,"60,817元/平"
世茂滨江花园 ,3室2厅,237.13平米,西,精装,63层,浦东,2988,"126,007元/平"
世茂滨江花园 ,3室2厅,335.64平米,西南,精装,56层,浦东,3690,"109,940元/平"
春港丽园(公寓) ,1室1厅,55.97平米,南,毛坯,中楼层(共6层),浦东,350,"62,534元/平"
益丰新村 ,2室1厅,70.99平米,南 北,简装,高楼层(共6层),浦东,435,"61,277元/平"
春港丽园(公寓) ,2室1厅,86.27平米,南 北,精装,高楼层(共6层),浦东,500,"57,958元/平"
东方颐城 ,2室2厅,82.85平米,南,毛坯,中楼层(共7层),浦东,255,"30,779元/平"
宜浩佳园 ,2室2厅,82.36平米,南,精装,低楼层(共4层),浦东,278,"33,755元/平"
新德路558弄 ,2室2厅,88.08平米,南,精装,中楼层(共6层),浦东,360,"40,872元/平"
博佳花园 ,4室2厅,125.96平米,南,精装,高楼层(共6层),浦东,345,"27,390元/平"
妙栏小区 ,2室2厅,73.89平米,南,简装,高楼层(共6层),浦东,386,"52,240元/平"
沙田公寓 ,3室2厅,87.71平米,南,精装,高楼层(共6层),浦东,368,"41,957元/平"
张江汤臣豪园(三期) ,2室1厅,89.25平米,南,精装,低楼层(共12层),浦东,1200,"134,454元/平"
新川苑 ,3室1厅,129平米,南 北,简装,低楼层(共6层),浦东,510,"39,535元/平"
新德四村 ,2室1厅,66.95平米,南,简装,高楼层(共6层),浦东,290,"43,316元/平"
东园一村 ,2室1厅,63.01平米,南,简装,24层,浦东,730,"115,855元/平"
金利公寓 ,3室2厅,126.51平米,南 北,简装,高楼层(共5层),浦东,607,"47,981元/平"
绿地东岸涟城 ,2室2厅,89.44平米,南 北,精装,低楼层(共5层),浦东,350,"39,133元/平"
金利公寓 ,3室2厅,126.51平米,南,毛坯,中楼层(共5层),浦东,610,"48,218元/平"
万科金域澜湾 ,3室2厅,89.97平米,东南,精装,中楼层(共8层),浦东,450,"50,017元/平"
顺馨佳园 ,2室1厅,86.74平米,南,简装,中楼层(共6层),浦东,483,"55,684元/平"
保利金爵公寓 ,2室2厅,74.64平米,南 北,简装,低楼层(共14层),浦东,528,"70,740元/平"
新川路742弄 ,2室1厅,73平米,南,简装,高楼层(共6层),浦东,290,"39,727元/平"
金利公寓 ,3室2厅,121.95平米,南 北,简装,低楼层(共6层),浦东,615,"50,431元/平"
黄楼花苑 ,3室1厅,103.08平米,南,简装,高楼层(共5层),浦东,385,"37,350元/平"
滨江大楼 ,2室1厅,70.76平米,南,精装,低楼层(共24层),浦东,580,"81,968元/平"
久阳滨江公寓 ,1室1厅,71.15平米,南 北,精装,高楼层(共25层),浦东,680,"95,573元/平"
齐爱佳苑 ,3室2厅,129.01平米,南,精装,高楼层(共6层),浦东,695,"53,872元/平"
绿地东岸涟城 ,2室1厅,85.69平米,南 北,简装,中楼层(共12层),浦东,268,"31,276元/平"
绿地临港家园（海洋小区） ,3室2厅,121.26平米,南 北,精装,中楼层(共4层),浦东,368,"30,349元/平"
益丰新村 ,2室2厅,75.93平米,南,精装,中楼层(共6层),浦东,470,"61,900元/平"
新川苑 ,2室1厅,94.9平米,南,简装,高楼层(共6层),浦东,370,"38,989元/平"
川沙公寓 ,3室2厅,137.45平米,东,精装,低楼层(共6层),浦东,608,"44,235元/平"
金沁苑 ,2室1厅,78.03平米,南 北,简装,低楼层(共18层),浦东,285,"36,525元/平"
绿城玉兰花园(二期) ,3室2厅,149.11平米,南,精装,高楼层(共16层),浦东,1665,"111,663元/平"
春港丽园(公寓) ,3室2厅,113.23平米,南,精装,高楼层(共6层),浦东,650,"57,406元/平"
瑞和苑 ,2室1厅,76.6平米,北 南,精装,中楼层(共14层),浦东,340,"44,387元/平"
绿地临港家园（海洋小区） ,4室2厅,143.39平米,东南,精装,中楼层(共13层),浦东,435,"30,337元/平"
御景华庭 ,3室2厅,138.39平米,南,简装,中楼层(共16层),浦东,990,"71,537元/平"
梅园六街坊 ,2室0厅,49.31平米,南,精装,高楼层(共6层),浦东,699,"141,757元/平"
鑫通公寓 ,2室2厅,113.58平米,南 北,简装,高楼层(共6层),浦东,287,"25,269元/平"
金利公寓 ,3室2厅,129.93平米,南 北,精装,中楼层(共6层),浦东,626,"48,180元/平"
华盛名门 ,2室2厅,113.71平米,南,精装,中楼层(共11层),浦东,500,"43,972元/平"
鹤沙航城汇诚佳苑 ,2室1厅,71.88平米,南,毛坯,高楼层(共18层),浦东,268,"37,285元/平"
临港家园 ,2室2厅,93.96平米,南 北,精装,高楼层(共4层),浦东,235,"25,011元/平"
宜浩佳园 ,2室2厅,83.34平米,南 北,精装,高楼层(共4层),浦东,275,"32,998元/平"
兰城小区 ,2室1厅,61.47平米,南,简装,高楼层(共6层),浦东,399,"64,910元/平"
晨光公寓 ,3室1厅,89.4平米,南,精装,高楼层(共6层),浦东,350,"39,150元/平"
久阳滨江公寓 ,1室1厅,70平米,南,精装,低楼层(共25层),浦东,626,"89,429元/平"
瀚盛家园 ,3室2厅,128.31平米,南,精装,高楼层(共6层),浦东,640,"49,880元/平"
金浦小区(塘桥) ,2室1厅,53.83平米,南 北,精装,高楼层(共6层),浦东,450,"83,597元/平"
滴水湖馨苑三期 ,3室2厅,117.07平米,南 北,简装,低楼层(共11层),浦东,480,"41,002元/平"
紫晶苑 ,3室2厅,104.44平米,南,简装,低楼层(共14层),浦东,580,"55,535元/平"
金利公寓 ,3室2厅,119.2平米,南,精装,中楼层(共6层),浦东,600,"50,336元/平"
金沁苑 ,2室1厅,79.2平米,南,精装,低楼层(共18层),浦东,315,"39,773元/平"
金利公寓 ,3室2厅,126.24平米,南 北,精装,中楼层(共6层),浦东,609,"48,242元/平"
银光苑 ,2室2厅,109.91平米,南,精装,高楼层(共6层),浦东,559,"50,860元/平"
瑞和苑 ,2室1厅,75.47平米,南,简装,低楼层(共14层),浦东,317,"42,004元/平"
香楠小区 ,2室1厅,67.51平米,南,精装,高楼层(共6层),浦东,455,"67,398元/平"
春港丽园(公寓) ,2室1厅,58.09平米,南 北,简装,高楼层(共6层),浦东,380,"65,416元/平"
瑞和苑 ,2室2厅,76.55平米,南,简装,低楼层(共14层),浦东,330,"43,110元/平"
丽泽荷亭苑 ,3室2厅,102.94平米,南,精装,中楼层(共6层),浦东,215,"20,886元/平"
始信北苑 ,3室2厅,84.3平米,西,精装,中楼层(共6层),浦东,870,"103,203元/平"
保利金色唐城 ,2室2厅,83.94平米,南,精装,低楼层(共6层),浦东,540,"64,332元/平"
宜浩佳园 ,3室2厅,118平米,南 北,精装,中楼层(共4层),浦东,426,"36,102元/平"
瑞和苑 ,2室1厅,74.04平米,南,精装,低楼层(共14层),浦东,326,"44,031元/平"
象屿鼎城(公寓) ,3室2厅,118.68平米,南,精装,低楼层(共9层),浦东,755,"63,617元/平"
益丰新村 ,2室2厅,70.99平米,东 西,简装,高楼层(共6层),浦东,405,"57,051元/平"
南泉路1319号 ,2室1厅,61.35平米,北,简装,高楼层(共6层),浦东,375,"61,125元/平"
金利公寓 ,3室2厅,126.24平米,南,精装,高楼层(共6层),浦东,585,"46,341元/平"
开发浦东 ,2室1厅,67.58平米,东 南,精装,中楼层(共25层),浦东,585,"86,565元/平"
东唐苑 ,3室2厅,136.58平米,南,精装,高楼层(共6层),浦东,660,"48,324元/平"
东园二村 ,2室1厅,52.05平米,南,精装,7层,浦东,575,"110,471元/平"
黄浦花园 ,3室2厅,91.2平米,南 北,简装,高楼层(共6层),浦东,460,"50,439元/平"
